SchedDepApt,SchedArrApt,SchedArrLocal,FlightNumber,SchedDepLocal,Cancelled,AirlineCode,AircraftType,TailNumber,FlightId
EZE,MIA,2022-06-19 07:40,1302,2022-06-18 23:30,0,AR,A332,LVFNK,AR1302EZEMIA2206190230
HAK,SZX,2022-06-19 00:45,3956,2022-06-18 23:30,0,CZ,321,B6629,CZ3956HAKSZX2206181530
YVR,JFK,2022-06-19 07:48,604,2022-06-18 23:30,0,B6,A320,N621JB,B6604YVRJFK2206190630
VKO,LED,2022-06-19 00:45,6052,2022-06-18 23:30,0,SU,SU9,89125,SU6052VKOLED2206182030
SEA,BNA,2022-06-19 05:52,325,2022-06-18 23:30,0,AS,B739,N277AK,AS325SEABNA2206190630
LIS,OPO,2022-06-19 00:30,1928,2022-06-18 23:30,0,TP,320,CSTVK,AY6799LISOPO2206182230
HPH,ICN,2022-06-19 06:15,926,2022-06-18 23:30,0,VJ,320,VNA544,A12926HPHICN2206181630
BKK,ICN,2022-06-19 06:55,656,2022-06-18 23:30,0,TG,77W,HSTKM,OZ6764BKKICN2206181630
TLV,OTP,2022-06-19 02:15,154,2022-06-18 23:30,0,RO,73W,YRBGH,RO154TLVOTP2206182030
ATL,LIM,2022-06-19 05:15,151,2022-06-18 23:30,0,DL,B763,N174DZ,DL151ATLLIM2206190330
TFU,JNG,2022-06-19 09:35,2723,2022-06-18 23:30,0,EU,320,B1856,EU2723TFUJNG2206182330
AYT,NUE,2022-06-19 01:55,166,2022-06-18 23:30,0,XQ,73H,TCSPD,XQ166AYTNUE2206182030
TFU,CGO,2022-06-19 09:30,9677,2022-06-18 23:30,0,8L,73L,B5805,8L9677TFUCGO2206182330
JNB,ADD,2022-06-19 05:55,858,2022-06-18 23:30,0,ET,788,ETATG,ET858JNBADD2206182130
KUL,LHR,2022-06-19 05:55,2,2022-06-18 23:30,0,MH,359,9MMAE,MH2KULLHR2206181530
BOJ,DUB,2022-06-19 01:35,377,2022-06-18 23:30,0,EI,320,EICVC,EI377BOJDUB2206182030
DEL,BKK,2022-06-19 05:25,316,2022-06-18 23:30,0,TG,77W,HSTKO,NH5944DELBKK2206181800
UIO,ATL,2022-06-19 05:39,632,2022-06-18 23:30,0,DL,B752,N693DL,DL632UIOATL2206190430
SIN,MXP,2022-06-19 06:10,378,2022-06-18 23:30,0,SQ,359,9VSMJ,A31203SINMXP2206181530
DEL,JFK,2022-06-19 06:50,293,2022-06-18 23:30,0,AA,B77W,N730AN,AA293DELJFK2206181800
KUL,PEN,2022-06-19 00:30,1194,2022-06-18 23:30,0,MH,738,9MMSB,BI3045KULPEN2206181530
DOH,DAC,2022-06-19 07:20,334,2022-06-18 23:30,0,BS,738,S2AJA,BS334DOHDAC2206182030
OPO,HEL,2022-06-19 05:50,1688,2022-06-18 23:30,0,AY,319,OHLVL,AY1688OPOHEL2206182230
HAN,ICN,2022-06-19 05:50,734,2022-06-18 23:30,0,OZ,333,HL7794,AC6985HANICN2206181630
EBB,BRU,2022-06-19 06:45,465,2022-06-18 23:30,0,SN,333,OOSFB,AC6335EBBBRU2206182030
TPE,SYD,2022-06-19 10:45,51,2022-06-18 23:30,0,CI,359,B18361,CI51TPESYD2206181530
CAG,BGY,2022-06-19 00:55,4707,2022-06-18 23:30,0,FR,73H,9HVUQ,FR4707CAGBGY2206182130
TFU,HAK,2022-06-19 09:55,2413,2022-06-18 23:30,0,EU,320,B8875,EU2413TFUHAK2206182330
DAR,AMS,2022-06-19 07:35,569,2022-06-18 23:30,0,KL,772,PHBQP,AF6716DARAMS2206182030
NTE,BCN,2022-06-19 01:05,2973,2022-06-18 23:30,0,VY,320,ECKDH,IB5285NTEBCN2206182130
VCP,PMW,2022-06-19 01:45,2942,2022-06-18 23:30,0,AD,32N,PRYSA,AD2942VCPPMW2206190230
SEA,PDX,2022-06-19 00:18,2857,2022-06-18 23:30,0,DL,BCS3,N307DU,AM4135SEAPDX2206190630
ESB,VIE,2022-06-19 01:10,764,2022-06-18 23:30,0,XQ,73H,TCSOA,XQ764ESBVIE2206182030
GRU,MAD,2022-06-19 14:35,8064,2022-06-18 23:30,0,LA,777,NO-TAIL-NUMBER,CA7102GRUMAD2206190230
GIG,MAO,2022-06-19 02:35,2002,2022-06-18 23:30,0,G3,7M8,PSGPF,AR7688GIGMAO2206190230
KTM,DXB,2022-06-19 02:25,229,2022-06-18 23:30,0,RA,32A,9NAKX,RA229KTMDXB2206181745
FCO,TLV,2022-06-19 03:50,810,2022-06-18 23:30,0,AZ,320,EIIKU,AZ810FCOTLV2206182130
MTY,TIJ,2022-06-19 00:25,4090,2022-06-18 23:30,0,VB,320,XAVIK,VB4090MTYTIJ2206190430
BJV,MAN,2022-06-19 02:00,984,2022-06-18 23:30,0,LS,73H,GGDFV,LS984BJVMAN2206182030
JMK,VCE,2022-06-19 01:00,1447,2022-06-18 23:30,0,V7,320,NO-TAIL-NUMBER,A33796JMKVCE2206182030
CEK,SVO,2022-06-19 00:20,6262,2022-06-18 23:30,0,SU,738,NO-TAIL-NUMBER,SU6262CEKSVO2206181830
LAS,IAD,2022-06-19 07:00,2280,2022-06-18 23:30,0,UA,B739,N62849,UA2280LASIAD2206190630
YUL,NCE,2022-06-19 13:05,638,2022-06-18 23:30,0,TS,A21N,CGOIW,TS638YULNCE2206190330
NBO,LHR,2022-06-19 06:35,64,2022-06-18 23:30,0,BA,772,GVIIY,AA6654NBOLHR2206182030
ACC,IAD,2022-06-19 06:20,997,2022-06-18 23:30,0,UA,B788,N26906,UA997ACCIAD2206182330
LJG,JHG,2022-06-19 00:35,9604,2022-06-18 23:30,0,8L,320,B307U,8L9604LJGJHG2206181530
SIN,IST,2022-06-19 05:25,55,2022-06-18 23:30,0,TK,77W,TCLJA,BI3610SINIST2206181530
LAS,ORD,2022-06-19 05:04,2619,2022-06-18 23:30,0,AA,B738,N826NN,AA2619LASORD2206190630
MLX,IST,2022-06-19 01:20,2637,2022-06-18 23:30,0,TK,73H,TCJVG,TK2637MLXIST2206182030
ADD,JNB,2022-06-19 03:55,859,2022-06-18 23:30,0,ET,788,ETAOS,ET859ADDJNB2206182030
TFU,CIH,2022-06-19 09:15,4935,2022-06-18 23:30,0,G5,32B,B306X,G54935TFUCIH2206182330
BOM,DEL,2022-06-19 01:40,248,2022-06-18 23:30,0,6E,321,VTIUZ,6E248BOMDEL2206181800
RNO,ORD,2022-06-19 05:09,683,2022-06-18 23:30,0,UA,B737,N16701,UA683RNOORD2206190630
YYC,YXX,2022-06-18 23:50,455,2022-06-18 23:30,0,WS,B737,CGWSO,DL6967YYCYXX2206190530
SYX,WUH,2022-06-19 01:55,2528,2022-06-18 23:30,0,MU,73H,B1513,MU2528SYXWUH2206181530
YVR,IAH,2022-06-19 06:00,2150,2022-06-18 23:30,0,UA,A320,N490UA,AC5290YVRIAH2206190630
SHJ,MAA,2022-06-19 05:10,1906,2022-06-18 23:30,0,AI,321,VTPPJ,AI1906SHJMAA2206181930
TFU,DYG,2022-06-19 09:10,2675,2022-06-18 23:30,0,CA,319,B6038,CA2675TFUDYG2206182330
HMB,KWI,2022-06-19 03:05,714,2022-06-18 23:30,0,J9,320,9KCAN,J9714HMBKWI2206182130
SIN,LHR,2022-06-19 05:55,322,2022-06-18 23:30,0,SQ,388,9VSKR,FJ5901SINLHR2206181530
COK,KUL,2022-06-19 06:20,38,2022-06-18 23:30,0,AK,320,9MAGI,AK38COKKUL2206181800
SIN,ZRH,2022-06-19 06:10,177,2022-06-18 23:30,0,LX,77W,HBJNL,LX177SINZRH2206181530
MEL,AKL,2022-06-19 05:00,217,2022-06-18 23:30,0,JQ,320,VHVFV,JQ217MELAKL2206181330
CNN,COK,2022-06-19 00:25,446,2022-06-18 23:30,0,IX,738,NO-TAIL-NUMBER,IX446CNNCOK2206181800
EBB,AMS,2022-06-19 06:55,537,2022-06-18 23:30,0,KL,333,PHAKE,AF8253EBBAMS2206182030
TPE,SFO,2022-06-18 19:55,4,2022-06-18 23:30,0,CI,B77W,B18053,CI4TPESFO2206181530
AYT,NQZ,2022-06-19 07:15,3060,2022-06-18 23:30,0,TK,333,TCJOM,TK3060AYTNQZ2206182030
AMM,BGW,2022-06-19 01:10,816,2022-06-18 23:30,0,RJ,E95,JYEMA,RJ816AMMBGW2206182030
SEA,ANC,2022-06-19 02:02,167,2022-06-18 23:30,0,AS,B739,N495AS,AS167SEAANC2206190630
MNL,BNE,2022-06-19 09:20,221,2022-06-18 23:30,0,PR,32Q,RPC9930,PR221MNLBNE2206181530
CAN,XIY,2022-06-19 01:55,2304,2022-06-18 23:30,0,MU,32L,B1033,MU2304CANXIY2206181530
GRU,GIG,2022-06-19 00:30,3328,2022-06-18 23:30,0,LA,321,NO-TAIL-NUMBER,DL6106GRUGIG2206190230
LIS,GIG,2022-06-19 05:25,75,2022-06-18 23:30,0,TP,339,CSTUO,AD7211LISGIG2206182230
DWC,BOM,2022-06-19 04:20,5445,2022-06-18 23:30,0,FZ,73H,A6FEX,FZ5445DWCBOM2206181930
AMM,DXB,2022-06-19 03:35,612,2022-06-18 23:30,0,RJ,321,JYAYT,RJ612AMMDXB2206182030
ZHA,HAK,2022-06-19 00:15,6526,2022-06-18 23:30,0,GS,195,B3257,GS6526ZHAHAK2206181530
HAK,CAN,2022-06-19 01:00,1266,2022-06-18 23:30,0,AQ,738,NO-TAIL-NUMBER,AQ1266HAKCAN2206181530
KUL,ICN,2022-06-19 07:10,66,2022-06-18 23:30,0,MH,333,9MMTJ,KE5672KULICN2206181530
BOG,MEX,2022-06-19 04:10,44,2022-06-18 23:29,0,AV,320,N748AV,AV44BOGMEX2206190429
LAX,MSP,2022-06-19 05:01,1294,2022-06-18 23:27,0,DL,A321,N331DN,CZ1165LAXMSP2206190627
BJX,TIJ,2022-06-19 00:26,403,2022-06-18 23:26,0,Y4,32N,XAVRR,Y4403BJXTIJ2206190426
YYZ,KEF,2022-06-19 09:00,604,2022-06-18 23:25,0,FI,B38M,TFICS,FI604YYZKEF2206190325
YVR,YUL,2022-06-19 07:16,564,2022-06-18 23:25,0,WS,B737,CFUWS,CX7004YVRYUL2206190625
MLE,SIN,2022-06-19 07:05,437,2022-06-18 23:25,0,SQ,7M8,9VMBI,SQ437MLESIN2206181825
MAA,DMK,2022-06-19 04:20,154,2022-06-18 23:25,0,FD,320,HSABV,FD154MAADMK2206181755
LAS,JFK,2022-06-19 07:27,797,2022-06-18 23:25,0,DL,B739,N830DN,AZ3276LASJFK2206190625
NIM,CDG,2022-06-19 05:55,339,2022-06-18 23:25,0,AF,332,FGZCH,AF339NIMCDG2206182225
CPT,AMS,2022-06-19 10:55,598,2022-06-18 23:25,0,KL,772,PHBQA,AF8362CPTAMS2206182125
GRU,AJU,2022-06-19 02:00,3234,2022-06-18 23:25,0,LA,320,NO-TAIL-NUMBER,LA3234GRUAJU2206190225
IST,GYD,2022-06-19 03:15,78,2022-06-18 23:25,0,J2,320,4KAZ79,J278ISTGYD2206182025
CEB,MNL,2022-06-19 00:55,8780,2022-06-18 23:25,0,Z2,320,RPC8963,Z28780CEBMNL2206181525
SUF,BGY,2022-06-19 01:05,5293,2022-06-18 23:25,0,FR,73H,9HQDS,FR5293SUFBGY2206182125
KHG,URC,2022-06-19 01:15,2582,2022-06-18 23:25,0,UQ,738,NO-TAIL-NUMBER,UQ2582KHGURC2206181525
TLV,EWR,2022-06-19 04:10,91,2022-06-18 23:25,0,UA,B78X,N12006,UA91TLVEWR2206182025
SBZ,DUB,2022-06-19 00:55,5956,2022-06-18 23:25,0,FR,73H,EIHGP,FR5956SBZDUB2206182025
SGN,HND,2022-06-19 06:55,70,2022-06-18 23:25,0,JL,789,JA880J,AA8494SGNHND2206181625
PMI,MAN,2022-06-19 01:15,786,2022-06-18 23:25,0,LS,73H,ECNOG,LS786PMIMAN2206182125
YYC,YQL,2022-06-19 00:17,3000,2022-06-18 23:25,0,WS,SF34,CGOIA,WS3000YYCYQL2206190525
BOM,KUL,2022-06-19 07:25,195,2022-06-18 23:25,0,MH,333,9MMTO,JL7942BOMKUL2206181755
VRN,CTA,2022-06-19 01:10,5821,2022-06-18 23:25,0,FR,73H,9HQCW,FR5821VRNCTA2206182125
CKG,SYX,2022-06-19 01:40,3232,2022-06-18 23:25,0,3U,32B,NO-TAIL-NUMBER,3U3232CKGSYX2206181525
IBZ,MXP,2022-06-19 01:10,2698,2022-06-18 23:25,0,U2,320,OEIVF,U22698IBZMXP2206182125
CAI,DMM,2022-06-19 03:05,683,2022-06-18 23:25,0,MS,32N,SUGFQ,MS683CAIDMM2206182125
EZE,JFK,2022-06-19 09:30,1300,2022-06-18 23:25,0,AR,A332,LVKAN,AR1300EZEJFK2206190225
RHO,MAN,2022-06-19 01:55,1816,2022-06-18 23:25,0,U2,320,GEZOK,U21816RHOMAN2206182025
BLR,CCU,2022-06-19 02:00,952,2022-06-18 23:25,0,6E,321,VTILY,6E952BLRCCU2206181755
PFO,LGW,2022-06-19 02:15,8938,2022-06-18 23:25,0,U2,320,GUZLN,U28938PFOLGW2206182025
KMG,XIY,2022-06-19 01:50,8253,2022-06-18 23:25,0,3U,320,B6621,3U8253KMGXIY2206181525
COK,MCT,2022-06-19 01:40,1846,2022-06-18 23:25,0,6E,321,VTILF,6E1846COKMCT2206181755
DME,OMS,2022-06-19 05:45,2565,2022-06-18 23:25,0,S7,321,RA73415,EK7947DMEOMS2206182025
DME,OVB,2022-06-19 07:25,2513,2022-06-18 23:25,0,S7,32B,RA73437,B2133DMEOVB2206182025
SIN,MUC,2022-06-19 05:50,791,2022-06-18 23:25,0,LH,359,DAIXO,LH791SINMUC2206181525
MAD,GRU,2022-06-19 04:40,8065,2022-06-18 23:25,0,LA,787,NO-TAIL-NUMBER,AY4419MADGRU2206182125
PEE,VKO,2022-06-18 23:40,432,2022-06-18 23:25,0,DP,738,RA73225,DP432PEEVKO2206181825
BGY,CGN,2022-06-19 00:45,5551,2022-06-18 23:25,0,FR,73H,9HQAG,FR5551BGYCGN2206182125
YNB,JED,2022-06-19 00:30,1582,2022-06-18 23:25,0,SV,32N,HZAS77,SV1582YNBJED2206182020
HYD,DMM,2022-06-19 01:20,1359,2022-06-18 23:25,0,6E,321,VTILQ,6E1359HYDDMM2206181755
AMD,BOM,2022-06-19 00:20,6794,2022-06-18 23:25,0,6E,320,VTITR,6E6794AMDBOM2206181755
KIX,SIN,2022-06-19 04:40,623,2022-06-18 23:25,0,SQ,A359,9VSHQ,NH6261KIXSIN2206181425
RIX,TLV,2022-06-19 03:50,771,2022-06-18 23:25,0,BT,223,YLCSF,BT771RIXTLV2206182025
MIA,SCL,2022-06-19 07:38,957,2022-06-18 23:25,0,AA,B788,N870AX,AA957MIASCL2206190325
AER,DME,2022-06-19 03:35,2050,2022-06-18 23:25,0,S7,32A,RA73183,S72050AERDME2206182025
MAD,MTY,2022-06-19 03:50,35,2022-06-18 23:25,0,AM,B789,XAADH,AM35MADMTY2206182125
YVR,MEX,2022-06-19 07:15,697,2022-06-18 23:25,0,AM,B38M,XACCC,AM697YVRMEX2206190625
MIA,EZE,2022-06-19 09:18,931,2022-06-18 23:25,0,AA,B772,N782AN,AA931MIAEZE2206190325
KMG,KHN,2022-06-19 01:40,5618,2022-06-18 23:25,0,MU,320,B6878,MU5618WUHKHN2206181525
MAD,JMK,2022-06-19 04:10,3662,2022-06-18 23:25,0,IB,32S,NO-TAIL-NUMBER,IB3662MADJMK2206182125
LIS,FNC,2022-06-19 01:10,1693,2022-06-18 23:25,0,TP,32Q,CSTJM,AD7487LISFNC2206182225
PRG,IAS,2022-06-19 02:20,6924,2022-06-18 23:25,0,W6,320,NO-TAIL-NUMBER,W66924PRGIAS2206182125
SMF,EWR,2022-06-19 07:41,1178,2022-06-18 23:25,0,UA,B38M,N27263,UA1178SMFEWR2206190625
LAX,SJO,2022-06-19 06:05,605,2022-06-18 23:25,0,AV,319,N480TA,AV605LAXSJO2206190625
DYG,HAK,2022-06-19 01:30,1066,2022-06-18 23:25,0,GT,320,NO-TAIL-NUMBER,GT1066DYGHAK2206181525
HKG,FRA,2022-06-19 07:30,797,2022-06-18 23:25,0,LH,343,DAIGT,CX6799HKGFRA2206181525
TIJ,MEX,2022-06-19 04:54,818,2022-06-18 23:23,0,Y4,32N,XAVSA,Y4818TIJMEX2206190623
LAS,DTW,2022-06-19 06:23,2130,2022-06-18 23:23,0,F9,A20N,N389FR,F92130LASDTW2206190623
FLL,SAL,2022-06-19 00:12,153,2022-06-18 23:23,0,NK,A320,N624NK,NK153FLLSAL2206190323
LAS,TPA,2022-06-19 06:44,2098,2022-06-18 23:23,0,F9,A20N,N372FR,F92098LASTPA2206190623
LAX,SAL,2022-06-19 05:30,4309,2022-06-18 23:22,0,N3,A20N,N545VL,N34309LAXSAL2206190622
DEN,PTY,2022-06-19 06:06,477,2022-06-18 23:21,0,CM,B738,HP1827,CM477DENPTY2206190521
SFO,JFK,2022-06-19 07:59,311,2022-06-18 23:20,0,DL,B763,N171DN,AR7079SFOJFK2206190620
LAX,MIA,2022-06-19 07:31,340,2022-06-18 23:20,0,AA,B77W,N733AR,AA340LAXMIA2206190620
HAN,NRT,2022-06-19 06:30,752,2022-06-18 23:20,0,JL,789,JA876J,AA8421HANNRT2206181620
DEL,SHJ,2022-06-19 01:30,135,2022-06-18 23:20,0,IX,738,VTGHK,IX135DELSHJ2206181750
JTR,SKG,2022-06-19 00:25,591,2022-06-18 23:20,0,OA,320,SXDVJ,A37591JTRSKG2206182020
DEL,PNQ,2022-06-19 01:20,147,2022-06-18 23:20,0,6E,320,VTIJC,6E147DELPNQ2206181750
YVR,YUL,2022-06-19 07:10,314,2022-06-18 23:20,0,AC,B38M,CGMIU,AC314YVRYUL2206190620
HAN,SGN,2022-06-19 01:30,283,2022-06-18 23:20,0,QH,320,VNA592,QH283HANSGN2206181620
LAX,PHL,2022-06-19 07:38,981,2022-06-18 23:20,0,AA,A21N,N419AN,AA981LAXPHL2206190620
YVR,YOW,2022-06-19 06:57,348,2022-06-18 23:20,0,AC,B38M,CGMIQ,AC348YVRYOW2206190620
DUB,BHX,2022-06-19 00:20,668,2022-06-18 23:20,0,FR,73H,EIEKX,FR668DUBBHX2206182220
MIA,CDG,2022-06-19 14:15,97,2022-06-18 23:20,0,AF,B77W,FGSQA,AF97MIACDG2206190320
SEA,JFK,2022-06-19 07:45,76,2022-06-18 23:20,0,AS,B739,N260AK,AS76SEAJFK2206190620
LKO,DEL,2022-06-19 00:25,2089,2022-06-18 23:20,0,6E,321,VTILI,6E2089LKODEL2206181750
FAO,LPL,2022-06-19 02:15,7196,2022-06-18 23:20,0,U2,319,GEZBJ,U27196FAOLPL2206182220
SFO,JFK,2022-06-19 07:59,339,2022-06-18 23:20,0,AS,A21N,N925VA,AS339SFOJFK2206190620
DPS,BNE,2022-06-19 07:05,52,2022-06-18 23:20,0,VA,73H,VHYIQ,VA52DPSBNE2206181520
CDG,JNB,2022-06-19 10:00,990,2022-06-18 23:20,0,AF,77W,FGSQK,AF990CDGJNB2206182120
DAC,DXB,2022-06-19 02:10,585,2022-06-18 23:20,0,EK,77W,A6EPB,EK585DACDXB2206181720
BLR,DMK,2022-06-19 04:25,138,2022-06-18 23:20,0,FD,320,HSCBE,FD138BLRDMK2206181750
VIE,BKK,2022-06-19 14:20,25,2022-06-18 23:20,0,OS,772,OELPB,LH6466VIEBKK2206182120
PMI,HAJ,2022-06-19 01:55,6850,2022-06-18 23:20,0,EW,32A,OEIQA,EW6850PMIHAJ2206182120
OVB,YKS,2022-06-19 05:15,5261,2022-06-18 23:20,0,S7,32N,RA73457,S75261OVBYKS2206181620
SLC,LAS,2022-06-18 23:48,2837,2022-06-18 23:20,0,DL,B738,N3748Y,AM3699SLCLAS2206190520
CAI,BEY,2022-06-19 01:35,713,2022-06-18 23:20,0,MS,738,SUGEB,MS713CAIBEY2206182120
XIY,SHE,2022-06-19 01:55,6416,2022-06-18 23:20,0,CZ,320,B305D,CZ6416XIYSHE2206181520
OSL,STN,2022-06-19 00:30,1395,2022-06-18 23:20,0,RK,73H,GRUKD,RK1395OSLSTN2206182120
YUL,KEF,2022-06-19 08:35,1012,2022-06-18 23:20,0,AC,B38M,CFSCY,AC1012YULKEF2206190320
BOS,STI,2022-06-19 03:14,923,2022-06-18 23:20,0,B6,A321,N975JT,B6923BOSSTI2206190320
HAK,KMG,2022-06-19 01:15,9974,2022-06-18 23:20,0,8L,320,B300K,8L9974HAKKMG2206181520
ALA,SVO,2022-06-19 01:00,6536,2022-06-18 23:20,0,SU,SU9,NO-TAIL-NUMBER,SU6536ALASVO2206181720
DME,OMS,2022-06-19 05:30,387,2022-06-18 23:20,0,U6,32Q,RA73801,U6387DMEOMS2206182020
GRU,CGR,2022-06-19 00:05,3504,2022-06-18 23:20,0,LA,320,NO-TAIL-NUMBER,LA3504GRUCGR2206190220
LAX,ORD,2022-06-19 05:28,2622,2022-06-18 23:20,0,UA,B739,N38458,AC5116LAXORD2206190620
BCN,ATH,2022-06-19 03:15,8104,2022-06-18 23:20,0,VY,32A,NO-TAIL-NUMBER,IB5806BCNATH2206182120
AMD,GOI,2022-06-19 00:25,6954,2022-06-18 23:20,0,6E,320,VTIVK,6E6954AMDGOI2206181750
VTZ,SIN,2022-06-19 06:00,581,2022-06-18 23:20,0,TR,320,9VTRM,SQ8421VTZSIN2206181750
DXB,CNN,2022-06-19 05:00,58,2022-06-18 23:20,0,G8,32A,VTWGH,G858DXBCNN2206181920
CWB,GRU,2022-06-19 00:20,3297,2022-06-18 23:20,0,LA,320,NO-TAIL-NUMBER,BA7648CWBGRU2206190220
KMG,CAN,2022-06-19 01:25,6824,2022-06-18 23:20,0,MU,73L,B205Z,MU6824KMGCAN2206181520
VCE,PMO,2022-06-19 00:55,4847,2022-06-18 23:20,0,FR,73H,9HQDB,FR4847VCEPMO2206182120
URC,AKU,2022-06-19 00:45,6920,2022-06-18 23:20,0,CZ,738,NO-TAIL-NUMBER,CZ6920URCAKU2206181520
BKO,IST,2022-06-19 09:05,551,2022-06-18 23:20,0,TK,7M8,TCLCK,MS9685BKOIST2206182320
CDG,TUN,2022-06-19 00:45,1784,2022-06-18 23:20,0,AF,320,FGKXP,AF1784CDGTUN2206182120
BEL,LIS,2022-06-19 11:00,48,2022-06-18 23:20,0,TP,32Q,CSTXH,AD7272BELLIS2206190220
TIJ,CUN,2022-06-19 05:50,2267,2022-06-18 23:20,0,VB,320,XAVAU,VB2267TIJCUN2206190620
ABJ,CDG,2022-06-19 08:10,705,2022-06-18 23:20,0,AF,332,FGZCE,AF705ABJCDG2206182320
BAH,MCT,2022-06-19 01:50,560,2022-06-18 23:20,0,GF,32N,A9CTA,GF560BAHMCT2206182020
QSZ,URC,2022-06-19 01:15,6880,2022-06-18 23:20,0,CZ,738,B7971,CZ6880QSZURC2206181520
DLM,GLA,2022-06-19 02:10,152,2022-06-18 23:20,0,LS,73H,GJZBL,LS152DLMGLA2206182020
AJF,RUH,2022-06-19 01:00,1390,2022-06-18 23:20,0,SV,32N,HZAS52,SV1390AJFRUH2206182020
NKG,CSX,2022-06-19 01:00,6549,2022-06-18 23:20,0,MU,320,B9901,MU6549NKGCSX2206181520
BSD,KMG,2022-06-19 00:30,6516,2022-06-18 23:20,0,DR,737,NO-TAIL-NUMBER,DR6516BSDKMG2206181520
SWA,CKG,2022-06-19 01:40,8006,2022-06-18 23:20,0,3U,320,B6176,3U8006SWACKG2206181520
UPG,CGK,2022-06-19 00:30,581,2022-06-18 23:20,0,SJ,738,PKCRA,SJ581UPGCGK2206181520
KMG,WUH,2022-06-19 01:35,2498,2022-06-18 23:20,0,MU,73E,B1961,MU2498KMGWUH2206181520
RIX,HEL,2022-06-19 00:20,325,2022-06-18 23:20,0,BT,223,YLCSM,BT325RIXHEL2206182020
LYA,SHE,2022-06-19 01:40,8926,2022-06-18 23:20,0,9C,320,B6972,9C8926LYASHE2206181520
DEN,BOS,2022-06-19 05:13,1892,2022-06-18 23:20,0,UA,B39M,N47512,UA1892DENBOS2206190520
SZX,SYX,2022-06-19 00:55,6758,2022-06-18 23:20,0,CZ,321,B6389,CZ6758SZXSYX2206181520
AMM,AQJ,2022-06-19 00:20,302,2022-06-18 23:20,0,RJ,E75,JYAYN,AA7207AMMAQJ2206182020
LAO,MNL,2022-06-19 00:35,1199,2022-06-18 23:20,0,PR,321,RPC9902,NH5270LAOMNL2206181315
CDG,MRU,2022-06-19 12:30,470,2022-06-18 23:20,0,AF,77W,FGZNO,AF470CDGMRU2206182120
DME,OSS,2022-06-19 06:35,3259,2022-06-18 23:20,0,S7,32A,RA73404,S73259DMEOSS2206182020
ATL,LIT,2022-06-18 23:51,1736,2022-06-18 23:19,0,DL,A320,N355NW,AM3018ATLLIT2206190319
OGG,LAX,2022-06-19 07:40,1478,2022-06-18 23:19,0,UA,B738,N76523,AC5422OGGLAX2206190919
ORD,SJU,2022-06-19 05:00,1890,2022-06-18 23:19,0,AA,B738,N903NN,AA1890ORDSJU2206190419
YVR,ORD,2022-06-19 05:18,1279,2022-06-18 23:18,0,UA,A319,N849UA,AC4876YVRORD2206190618
LAS,ATL,2022-06-19 06:15,2000,2022-06-18 23:16,0,F9,A20N,N371FR,F92000LASATL2206190616
OGG,PHX,2022-06-19 08:05,1945,2022-06-18 23:16,0,AA,A21N,N450AN,AA1945OGGPHX2206190916
GEO,JFK,2022-06-19 05:00,1966,2022-06-18 23:16,0,B6,A21N,N2084J,B61966GEOJFK2206190316
LED,DXB,2022-06-19 06:15,176,2022-06-18 23:15,0,EK,77W,A6EBU,EK176LEDDXB2206182015
HYD,MAA,2022-06-19 00:25,6007,2022-06-18 23:15,0,6E,320,VTIVB,6E6007HYDMAA2206181745
YYC,YXC,2022-06-19 00:12,3047,2022-06-18 23:15,0,WS,SF34,CGPCF,WS3047YYCYXC2206190515
SFO,MEX,2022-06-19 05:40,665,2022-06-18 23:15,0,AM,B738,XAADT,AM665SFOMEX2206190615
XIY,TAO,2022-06-19 01:20,8816,2022-06-18 23:15,0,SC,738,NO-TAIL-NUMBER,CA8816XIYTAO2206181515
YYZ,YUL,2022-06-19 00:33,598,2022-06-18 23:15,0,WS,B737,CGWBF,DL6884YYZYUL2206190315
KWI,AMM,2022-06-19 01:30,622,2022-06-18 23:15,0,R5,737,JYJAD,R5622KWIAMM2206182015
YVR,YYZ,2022-06-19 06:43,726,2022-06-18 23:15,0,WS,B737,CGGWJ,DL6907YVRYYZ2206190615
TUU,RUH,2022-06-19 01:10,124,2022-06-18 23:15,0,XY,320,VPCQL,XY124TUURUH2206182015
HER,MAN,2022-06-19 01:45,906,2022-06-18 23:15,0,LS,75W,GLSAE,LS906HERMAN2206182015
ANC,FAI,2022-06-19 00:15,185,2022-06-18 23:15,0,AS,B738,N583AS,AA7506ANCFAI2206190715
AMM,DXB,2022-06-19 03:20,144,2022-06-18 23:15,0,FZ,73H,A6FEA,EK2057AMMDXB2206182015
CKG,TNA,2022-06-19 01:25,5472,2022-06-18 23:15,0,MU,32L,B30FD,MU5472CKGTNA2206181515
YYC,YYJ,2022-06-18 23:44,197,2022-06-18 23:15,0,WS,B737,CGWSQ,DL7109YYCYYJ2206190515
SFO,BOS,2022-06-19 08:01,1665,2022-06-18 23:15,0,UA,B39M,N27515,NZ9018SFOBOS2206190615
ZNZ,DOH,2022-06-19 05:00,1488,2022-06-18 23:15,0,QR,788,A7BCR,AY6663ZNZDOH2206182015
MAN,ADB,2022-06-19 05:15,835,2022-06-18 23:15,0,XQ,73H,TCSEY,XQ835MANADB2206182215
JFK,SCL,2022-06-19 09:37,946,2022-06-18 23:15,0,AA,B772,N775AN,AA946JFKSCL2206190315
